NPI,SERVICE_AREA_STATE,COUNTY,ISSUERID,SERVICEAREAID,SERVICE_AREA_ZIP,SPECIALTY,SERVICE_AREA_COVERAGE_PROVIDER_COUNT,MULTI_PROVIDER_AREA_FLAG,PROVIDER_COVERAGE_SHARE,SERVICE_AREA_PROVIDER_DENSITY_SCORE,SERVICE_AREA_ACCESS_LEVEL
1800000993,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800000994,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800000995,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800000996,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800000997,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800000998,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800000999,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001000,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001001,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001002,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001003,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001004,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001005,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001006,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001007,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001008,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001009,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001010,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001011,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001012,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001013,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001014,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001015,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001016,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001017,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001018,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001019,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001020,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001021,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001022,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001023,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001024,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001025,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001026,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001027,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001028,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001029,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001030,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001031,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001032,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001033,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001034,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001035,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001036,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001037,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001038,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001039,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001040,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001041,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001042,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001043,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001044,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001045,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001046,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001047,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001048,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001049,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001050,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001051,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001052,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001053,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001054,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001055,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001056,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001057,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001058,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001059,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001060,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001061,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001062,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001063,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001064,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001065,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001066,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001067,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001068,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001069,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001070,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001071,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001072,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001073,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001074,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001075,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001076,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001077,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001078,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001079,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001080,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001081,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001082,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001083,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001084,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001085,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001086,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001087,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001088,TX,Harris,TX48201,TX48201-CAR,77050,Cardiology,107,1,0.009346,97.35,ADEQUATE
1800001089,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001090,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001091,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001092,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001093,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001094,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001095,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001096,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001097,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001098,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001099,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001100,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001101,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001102,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001103,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001104,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001105,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001106,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001107,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001108,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001109,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001110,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001111,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001112,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001113,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001114,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001115,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001116,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001117,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001118,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001119,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001120,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001121,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001122,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001123,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001124,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001125,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001126,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001127,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001128,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001129,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001130,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001131,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001132,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001133,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001134,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001135,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001136,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001137,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001138,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001139,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001140,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001141,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001142,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001143,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001144,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001145,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001146,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001147,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001148,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001149,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001150,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001151,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001152,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001153,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001154,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001155,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001156,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001157,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001158,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001159,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001160,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001161,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001162,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001163,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001164,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001165,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001166,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001167,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001168,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001169,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001170,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001171,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001172,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001173,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001174,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001175,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001176,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001177,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001178,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001179,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001180,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001181,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001182,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001183,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001184,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001185,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001186,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001187,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001188,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001189,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001190,TX,Harris,TX48201,TX48201-END,77050,Endocrinology,102,1,0.009804,92.12,ADEQUATE
1800001191,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001192,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001193,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001194,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001195,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001196,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001197,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001198,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001199,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001200,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001201,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001202,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001203,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001204,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001205,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001206,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001207,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001208,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001209,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001210,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001211,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001212,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001213,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001214,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001215,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001216,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001217,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001218,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001219,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001220,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001221,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001222,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001223,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001224,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001225,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001226,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001227,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001228,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001229,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001230,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001231,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001232,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001233,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001234,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001235,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001236,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
1800001237,TX,Harris,TX48201,TX48201-PSY,77050,Psychiatry,86,1,0.011628,77.72,LOW COVERAGE
