COUNTY_FIPS,STATEDESC,REQUIRED_SPECIALTY,DISEASE,ESTIMATED_PATIENTS,PROVIDER_COUNT,TOTAL_BENEFICIARIES,TOTAL_SERVICES,PATIENTS_PER_PROVIDER,MEDIAN_PATIENTS_PER_PROVIDER,MEAN_PATIENTS_PER_PROVIDER,ACCESS_GAP_LEVEL,UC05_KEY,COUNTY_NAME
26125,Michigan,Rheumatology,Arthritis,7810,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26125|Rheumatology,Oakland County
48085,Texas,Endocrinology,Diabetes,64686,2,1024,4297.5,32343.0,18070.0,22988.768287,HIGH GAP,48085|Endocrinology,Collin County
48085,Texas,Pulmonary,Respiratory Disease,12590,4,1815,3435.4,3147.5,4251.578947,5741.879972,MODERATE GAP,48085|Pulmonary,Collin County
37067,North Carolina,Rheumatology,Arthritis,1949,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37067|Rheumatology,Forsyth County
26049,Michigan,Pulmonary,Respiratory Disease,349,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26049|Pulmonary,Genesee County
37119,North Carolina,Rheumatology,Arthritis,8337,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37119|Rheumatology,Mecklenburg County
26099,Michigan,Rheumatology,Arthritis,14012,2,543,2300.4,7006.0,10453.0,13315.598761,MODERATE GAP,26099|Rheumatology,Macomb County
37067,North Carolina,Endocrinology,Diabetes,489,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,37067|Endocrinology,Forsyth County
37067,North Carolina,Endocrinology,Diabetes,11751,1,339,1344.2,11751.0,18070.0,22988.768287,MODERATE GAP,37067|Endocrinology,Forsyth County
48201,Texas,Endocrinology,Diabetes,280559,7,2594,9488.7,40079.8571,18070.0,22988.768287,CRITICAL GAP,48201|Endocrinology,Harris County
37081,North Carolina,Rheumatology,Arthritis,3019,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37081|Rheumatology,Guilford County
48085,Texas,Endocrinology,Diabetes,4465,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48085|Endocrinology,Collin County
37051,North Carolina,Psychiatry,Mental Health Disorders,11037,1,788,2451.5,11037.0,3104.5,4291.159571,CRITICAL GAP,37051|Psychiatry,Cumberland County
37183,North Carolina,Rheumatology,Arthritis,10826,1,322,700.4,10826.0,10453.0,13315.598761,HIGH GAP,37183|Rheumatology,Wake County
48113,Texas,Cardiology,Heart Disease,11615,2,191,625.2,5807.5,10823.136364,15071.056217,MODERATE GAP,48113|Cardiology,Dallas County
48113,Texas,Cardiology,Heart Disease,334095,3,876,1717.7,111365.0,10823.136364,15071.056217,CRITICAL GAP,48113|Cardiology,Dallas County
37067,North Carolina,Rheumatology,Arthritis,7867,1,281,1075.0,7867.0,10453.0,13315.598761,MODERATE GAP,37067|Rheumatology,Forsyth County
37183,North Carolina,Psychiatry,Mental Health Disorders,7765,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37183|Psychiatry,Wake County
48085,Texas,Cardiology,Heart Disease,71828,1,75,202.8,71828.0,10823.136364,15071.056217,CRITICAL GAP,48085|Cardiology,Collin County
37067,North Carolina,Psychiatry,Mental Health Disorders,1291,1,475,1806.7,1291.0,3104.5,4291.159571,LOW GAP,37067|Psychiatry,Forsyth County
48085,Texas,Cardiology,Heart Disease,182309,2,1571,5841.4,91154.5,10823.136364,15071.056217,CRITICAL GAP,48085|Cardiology,Collin County
48029,Texas,Pulmonary,Respiratory Disease,1613,1,696,2030.7,1613.0,4251.578947,5741.879972,LOW GAP,48029|Pulmonary,Bexar County
37067,North Carolina,Rheumatology,Arthritis,8823,1,491,1553.2,8823.0,10453.0,13315.598761,MODERATE GAP,37067|Rheumatology,Forsyth County
37183,North Carolina,Psychiatry,Mental Health Disorders,4623,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37183|Psychiatry,Wake County
37051,North Carolina,Endocrinology,Diabetes,167705,2,658,2578.0,83852.5,18070.0,22988.768287,CRITICAL GAP,37051|Endocrinology,Cumberland County
37081,North Carolina,Endocrinology,Diabetes,8064,1,831,1994.2,8064.0,18070.0,22988.768287,LOW GAP,37081|Endocrinology,Guilford County
48113,Texas,Endocrinology,Diabetes,4667,1,560,1634.3,4667.0,18070.0,22988.768287,LOW GAP,48113|Endocrinology,Dallas County
37081,North Carolina,Rheumatology,Arthritis,11851,1,790,3275.5,11851.0,10453.0,13315.598761,HIGH GAP,37081|Rheumatology,Guilford County
48201,Texas,Pulmonary,Respiratory Disease,66838,9,2537,4801.7,7426.4444,4251.578947,5741.879972,HIGH GAP,48201|Pulmonary,Harris County
48029,Texas,Cardiology,Heart Disease,38068,2,937,3091.0,19034.0,10823.136364,15071.056217,HIGH GAP,48029|Cardiology,Bexar County
26049,Michigan,Psychiatry,Mental Health Disorders,15531,1,177,759.0,15531.0,3104.5,4291.159571,CRITICAL GAP,26049|Psychiatry,Genesee County
26077,Michigan,Psychiatry,Mental Health Disorders,4806,1,818,1631.7,4806.0,3104.5,4291.159571,HIGH GAP,26077|Psychiatry,Kalamazoo County
26077,Michigan,Psychiatry,Mental Health Disorders,3069,1,135,511.7,3069.0,3104.5,4291.159571,MODERATE GAP,26077|Psychiatry,Kalamazoo County
48113,Texas,Cardiology,Heart Disease,21502,3,892,2716.3,7167.3333,10823.136364,15071.056217,MODERATE GAP,48113|Cardiology,Dallas County
48113,Texas,Cardiology,Heart Disease,4002,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48113|Cardiology,Dallas County
26049,Michigan,Rheumatology,Arthritis,3809,1,234,564.1,3809.0,10453.0,13315.598761,LOW GAP,26049|Rheumatology,Genesee County
37081,North Carolina,Psychiatry,Mental Health Disorders,2486,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37081|Psychiatry,Guilford County
26125,Michigan,Rheumatology,Arthritis,19794,2,239,931.2,9897.0,10453.0,13315.598761,MODERATE GAP,26125|Rheumatology,Oakland County
37081,North Carolina,Rheumatology,Arthritis,5064,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37081|Rheumatology,Guilford County
37081,North Carolina,Endocrinology,Diabetes,1612,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,37081|Endocrinology,Guilford County
48085,Texas,Pulmonary,Respiratory Disease,2048,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48085|Pulmonary,Collin County
48201,Texas,Cardiology,Heart Disease,6771,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48201|Cardiology,Harris County
48029,Texas,Endocrinology,Diabetes,6484,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48029|Endocrinology,Bexar County
37183,North Carolina,Psychiatry,Mental Health Disorders,6537,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37183|Psychiatry,Wake County
48201,Texas,Cardiology,Heart Disease,95290,6,1087,3857.9,15881.6667,10823.136364,15071.056217,HIGH GAP,48201|Cardiology,Harris County
37051,North Carolina,Psychiatry,Mental Health Disorders,41049,2,1486,5764.5,20524.5,3104.5,4291.159571,CRITICAL GAP,37051|Psychiatry,Cumberland County
37051,North Carolina,Cardiology,Heart Disease,260,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37051|Cardiology,Cumberland County
48201,Texas,Pulmonary,Respiratory Disease,7806,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48201|Pulmonary,Harris County
37119,North Carolina,Rheumatology,Arthritis,17442,1,480,2034.3,17442.0,10453.0,13315.598761,HIGH GAP,37119|Rheumatology,Mecklenburg County
37051,North Carolina,Cardiology,Heart Disease,165,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37051|Cardiology,Cumberland County
48085,Texas,Cardiology,Heart Disease,2147,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48085|Cardiology,Collin County
48439,Texas,Pulmonary,Respiratory Disease,2734,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48439|Pulmonary,Tarrant County
48085,Texas,Pulmonary,Respiratory Disease,608,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48085|Pulmonary,Collin County
37067,North Carolina,Rheumatology,Arthritis,16095,1,657,1526.8,16095.0,10453.0,13315.598761,HIGH GAP,37067|Rheumatology,Forsyth County
26099,Michigan,Rheumatology,Arthritis,3307,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26099|Rheumatology,Macomb County
26163,Michigan,Psychiatry,Mental Health Disorders,5019,2,642,2753.1,2509.5,3104.5,4291.159571,MODERATE GAP,26163|Psychiatry,Wayne County
37183,North Carolina,Rheumatology,Arthritis,16541,1,751,2074.8,16541.0,10453.0,13315.598761,HIGH GAP,37183|Rheumatology,Wake County
26077,Michigan,Pulmonary,Respiratory Disease,6691,1,176,358.7,6691.0,4251.578947,5741.879972,HIGH GAP,26077|Pulmonary,Kalamazoo County
26099,Michigan,Rheumatology,Arthritis,12291,2,1181,5255.6,6145.5,10453.0,13315.598761,MODERATE GAP,26099|Rheumatology,Macomb County
26163,Michigan,Pulmonary,Respiratory Disease,5209,1,718,3219.9,5209.0,4251.578947,5741.879972,HIGH GAP,26163|Pulmonary,Wayne County
37081,North Carolina,Psychiatry,Mental Health Disorders,1911,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37081|Psychiatry,Guilford County
37119,North Carolina,Psychiatry,Mental Health Disorders,1705,1,74,261.1,1705.0,3104.5,4291.159571,MODERATE GAP,37119|Psychiatry,Mecklenburg County
37183,North Carolina,Endocrinology,Diabetes,3235,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,37183|Endocrinology,Wake County
48029,Texas,Endocrinology,Diabetes,10020,1,677,1538.4,10020.0,18070.0,22988.768287,MODERATE GAP,48029|Endocrinology,Bexar County
37119,North Carolina,Rheumatology,Arthritis,1846,1,95,239.5,1846.0,10453.0,13315.598761,LOW GAP,37119|Rheumatology,Mecklenburg County
26099,Michigan,Pulmonary,Respiratory Disease,6317,1,434,1215.7,6317.0,4251.578947,5741.879972,HIGH GAP,26099|Pulmonary,Macomb County
48029,Texas,Pulmonary,Respiratory Disease,3148,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48029|Pulmonary,Bexar County
26125,Michigan,Rheumatology,Arthritis,24372,3,1739,7717.1,8124.0,10453.0,13315.598761,MODERATE GAP,26125|Rheumatology,Oakland County
26125,Michigan,Pulmonary,Respiratory Disease,35425,1,582,1083.4,35425.0,4251.578947,5741.879972,CRITICAL GAP,26125|Pulmonary,Oakland County
26077,Michigan,Psychiatry,Mental Health Disorders,2211,1,408,699.1,2211.0,3104.5,4291.159571,MODERATE GAP,26077|Psychiatry,Kalamazoo County
48439,Texas,Pulmonary,Respiratory Disease,3143,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48439|Pulmonary,Tarrant County
48085,Texas,Cardiology,Heart Disease,104785,1,552,1485.3,104785.0,10823.136364,15071.056217,CRITICAL GAP,48085|Cardiology,Collin County
37183,North Carolina,Psychiatry,Mental Health Disorders,3037,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,37183|Psychiatry,Wake County
48113,Texas,Endocrinology,Diabetes,4719,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48113|Endocrinology,Dallas County
48439,Texas,Pulmonary,Respiratory Disease,2795,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48439|Pulmonary,Tarrant County
37119,North Carolina,Cardiology,Heart Disease,16037,1,92,249.6,16037.0,10823.136364,15071.056217,HIGH GAP,37119|Cardiology,Mecklenburg County
26163,Michigan,Pulmonary,Respiratory Disease,2690,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26163|Pulmonary,Wayne County
48113,Texas,Pulmonary,Respiratory Disease,6362,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48113|Pulmonary,Dallas County
37051,North Carolina,Endocrinology,Diabetes,65187,2,573,2508.1,32593.5,18070.0,22988.768287,HIGH GAP,37051|Endocrinology,Cumberland County
37183,North Carolina,Cardiology,Heart Disease,2152,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37183|Cardiology,Wake County
26099,Michigan,Pulmonary,Respiratory Disease,1430,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26099|Pulmonary,Macomb County
26163,Michigan,Pulmonary,Respiratory Disease,4276,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26163|Pulmonary,Wayne County
37183,North Carolina,Endocrinology,Diabetes,82392,1,326,1269.8,82392.0,18070.0,22988.768287,CRITICAL GAP,37183|Endocrinology,Wake County
48085,Texas,Pulmonary,Respiratory Disease,10769,4,2868,12627.2,2692.25,4251.578947,5741.879972,MODERATE GAP,48085|Pulmonary,Collin County
37183,North Carolina,Psychiatry,Mental Health Disorders,24269,2,1556,4718.2,12134.5,3104.5,4291.159571,CRITICAL GAP,37183|Psychiatry,Wake County
26077,Michigan,Psychiatry,Mental Health Disorders,17572,4,2295,5863.0,4393.0,3104.5,4291.159571,HIGH GAP,26077|Psychiatry,Kalamazoo County
37119,North Carolina,Rheumatology,Arthritis,13666,1,188,487.4,13666.0,10453.0,13315.598761,HIGH GAP,37119|Rheumatology,Mecklenburg County
37067,North Carolina,Cardiology,Heart Disease,5939,1,728,2991.4,5939.0,10823.136364,15071.056217,MODERATE GAP,37067|Cardiology,Forsyth County
48085,Texas,Pulmonary,Respiratory Disease,2040,1,306,487.5,2040.0,4251.578947,5741.879972,LOW GAP,48085|Pulmonary,Collin County
37051,North Carolina,Endocrinology,Diabetes,595164,3,2323,9503.5,198388.0,18070.0,22988.768287,CRITICAL GAP,37051|Endocrinology,Cumberland County
48113,Texas,Cardiology,Heart Disease,28608,2,1588,6436.8,14304.0,10823.136364,15071.056217,HIGH GAP,48113|Cardiology,Dallas County
48113,Texas,Cardiology,Heart Disease,52697,5,4215,16493.6,10539.4,10823.136364,15071.056217,MODERATE GAP,48113|Cardiology,Dallas County
26163,Michigan,Rheumatology,Arthritis,7032,1,135,231.7,7032.0,10453.0,13315.598761,MODERATE GAP,26163|Rheumatology,Wayne County
48439,Texas,Pulmonary,Respiratory Disease,73481,3,542,2015.9,24493.6667,4251.578947,5741.879972,CRITICAL GAP,48439|Pulmonary,Tarrant County
26077,Michigan,Rheumatology,Arthritis,29298,3,1916,5025.5,9766.0,10453.0,13315.598761,MODERATE GAP,26077|Rheumatology,Kalamazoo County
37183,North Carolina,Endocrinology,Diabetes,4282,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,37183|Endocrinology,Wake County
48113,Texas,Endocrinology,Diabetes,6997,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48113|Endocrinology,Dallas County
37081,North Carolina,Psychiatry,Mental Health Disorders,614,2,835,1611.6,307.0,3104.5,4291.159571,LOW GAP,37081|Psychiatry,Guilford County
26163,Michigan,Psychiatry,Mental Health Disorders,10309,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26163|Psychiatry,Wayne County
48029,Texas,Cardiology,Heart Disease,2176,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48029|Cardiology,Bexar County
37119,North Carolina,Cardiology,Heart Disease,287,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37119|Cardiology,Mecklenburg County
37119,North Carolina,Cardiology,Heart Disease,104813,1,516,1433.8,104813.0,10823.136364,15071.056217,CRITICAL GAP,37119|Cardiology,Mecklenburg County
37119,North Carolina,Rheumatology,Arthritis,3797,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37119|Rheumatology,Mecklenburg County
37119,North Carolina,Cardiology,Heart Disease,14390,2,1727,5634.5,7195.0,10823.136364,15071.056217,MODERATE GAP,37119|Cardiology,Mecklenburg County
48029,Texas,Pulmonary,Respiratory Disease,16139,2,558,1374.1,8069.5,4251.578947,5741.879972,HIGH GAP,48029|Pulmonary,Bexar County
48439,Texas,Cardiology,Heart Disease,15522,2,713,2166.2,7761.0,10823.136364,15071.056217,MODERATE GAP,48439|Cardiology,Tarrant County
48113,Texas,Pulmonary,Respiratory Disease,6451,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,48113|Pulmonary,Dallas County
37119,North Carolina,Endocrinology,Diabetes,5735,1,155,319.1,5735.0,18070.0,22988.768287,LOW GAP,37119|Endocrinology,Mecklenburg County
26077,Michigan,Rheumatology,Arthritis,25799,1,753,2364.5,25799.0,10453.0,13315.598761,CRITICAL GAP,26077|Rheumatology,Kalamazoo County
26077,Michigan,Pulmonary,Respiratory Disease,495,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
48113,Texas,Cardiology,Heart Disease,36732,3,1164,2796.9,12244.0,10823.136364,15071.056217,HIGH GAP,48113|Cardiology,Dallas County
26125,Michigan,Pulmonary,Respiratory Disease,820,1,182,544.7,820.0,4251.578947,5741.879972,LOW GAP,26125|Pulmonary,Oakland County
26049,Michigan,Psychiatry,Mental Health Disorders,1140,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26049|Psychiatry,Genesee County
37067,North Carolina,Psychiatry,Mental Health Disorders,11119,1,396,1365.3,11119.0,3104.5,4291.159571,CRITICAL GAP,37067|Psychiatry,Forsyth County
48029,Texas,Cardiology,Heart Disease,107408,2,1543,5335.3,53704.0,10823.136364,15071.056217,CRITICAL GAP,48029|Cardiology,Bexar County
26099,Michigan,Rheumatology,Arthritis,4224,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26099|Rheumatology,Macomb County
37051,North Carolina,Cardiology,Heart Disease,17753,1,280,732.2,17753.0,10823.136364,15071.056217,HIGH GAP,37051|Cardiology,Cumberland County
37183,North Carolina,Rheumatology,Arthritis,25956,2,613,994.7,12978.0,10453.0,13315.598761,HIGH GAP,37183|Rheumatology,Wake County
37081,North Carolina,Cardiology,Heart Disease,7511,2,1381,2202.3,3755.5,10823.136364,15071.056217,LOW GAP,37081|Cardiology,Guilford County
26049,Michigan,Psychiatry,Mental Health Disorders,2851,1,644,1709.0,2851.0,3104.5,4291.159571,MODERATE GAP,26049|Psychiatry,Genesee County
37067,North Carolina,Rheumatology,Arthritis,17334,2,799,2162.5,8667.0,10453.0,13315.598761,MODERATE GAP,37067|Rheumatology,Forsyth County
26049,Michigan,Psychiatry,Mental Health Disorders,2432,1,828,2269.7,2432.0,3104.5,4291.159571,MODERATE GAP,26049|Psychiatry,Genesee County
48439,Texas,Pulmonary,Respiratory Disease,5595,1,673,1754.5,5595.0,4251.578947,5741.879972,HIGH GAP,48439|Pulmonary,Tarrant County
26163,Michigan,Psychiatry,Mental Health Disorders,5315,1,762,1250.1,5315.0,3104.5,4291.159571,HIGH GAP,26163|Psychiatry,Wayne County
37051,North Carolina,Psychiatry,Mental Health Disorders,5320,1,776,1212.4,5320.0,3104.5,4291.159571,HIGH GAP,37051|Psychiatry,Cumberland County
26049,Michigan,Psychiatry,Mental Health Disorders,5150,1,215,889.6,5150.0,3104.5,4291.159571,HIGH GAP,26049|Psychiatry,Genesee County
37081,North Carolina,Rheumatology,Arthritis,29309,2,780,2289.7,14654.5,10453.0,13315.598761,HIGH GAP,37081|Rheumatology,Guilford County
48201,Texas,Pulmonary,Respiratory Disease,3832,1,747,1660.0,3832.0,4251.578947,5741.879972,MODERATE GAP,48201|Pulmonary,Harris County
26049,Michigan,Rheumatology,Arthritis,2849,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26049|Rheumatology,Genesee County
26099,Michigan,Pulmonary,Respiratory Disease,1233,1,294,1006.5,1233.0,4251.578947,5741.879972,LOW GAP,26099|Pulmonary,Macomb County
26125,Michigan,Psychiatry,Mental Health Disorders,6530,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26125|Psychiatry,Oakland County
37119,North Carolina,Endocrinology,Diabetes,280884,2,664,2283.7,140442.0,18070.0,22988.768287,CRITICAL GAP,37119|Endocrinology,Mecklenburg County
26049,Michigan,Pulmonary,Respiratory Disease,6979,1,870,1838.5,6979.0,4251.578947,5741.879972,HIGH GAP,26049|Pulmonary,Genesee County
26099,Michigan,Pulmonary,Respiratory Disease,7192,1,421,1193.1,7192.0,4251.578947,5741.879972,HIGH GAP,26099|Pulmonary,Macomb County
26125,Michigan,Pulmonary,Respiratory Disease,2032,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26125|Pulmonary,Oakland County
26049,Michigan,Pulmonary,Respiratory Disease,36335,1,831,3149.2,36335.0,4251.578947,5741.879972,CRITICAL GAP,26049|Pulmonary,Genesee County
26049,Michigan,Pulmonary,Respiratory Disease,1048,3,1945,4576.4,349.3333,4251.578947,5741.879972,LOW GAP,26049|Pulmonary,Genesee County
26099,Michigan,Pulmonary,Respiratory Disease,1103,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26099|Pulmonary,Macomb County
26077,Michigan,Pulmonary,Respiratory Disease,615,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26077|Pulmonary,Kalamazoo County
48029,Texas,Endocrinology,Diabetes,7065,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48029|Endocrinology,Bexar County
26099,Michigan,Psychiatry,Mental Health Disorders,4131,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26099|Psychiatry,Macomb County
48439,Texas,Endocrinology,Diabetes,4092,0,0,0.0,0.0,18070.0,22988.768287,NO PROVIDER,48439|Endocrinology,Tarrant County
37051,North Carolina,Endocrinology,Diabetes,14079,1,622,2132.3,14079.0,18070.0,22988.768287,MODERATE GAP,37051|Endocrinology,Cumberland County
48085,Texas,Pulmonary,Respiratory Disease,6166,2,1554,4148.7,3083.0,4251.578947,5741.879972,MODERATE GAP,48085|Pulmonary,Collin County
48029,Texas,Cardiology,Heart Disease,1771,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48029|Cardiology,Bexar County
37119,North Carolina,Endocrinology,Diabetes,19128,2,720,1089.4,9564.0,18070.0,22988.768287,MODERATE GAP,37119|Endocrinology,Mecklenburg County
26163,Michigan,Pulmonary,Respiratory Disease,8162,3,1329,5538.7,2720.6667,4251.578947,5741.879972,MODERATE GAP,26163|Pulmonary,Wayne County
26099,Michigan,Psychiatry,Mental Health Disorders,4873,0,0,0.0,0.0,3104.5,4291.159571,NO PROVIDER,26099|Psychiatry,Macomb County
37081,North Carolina,Cardiology,Heart Disease,1049,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,37081|Cardiology,Guilford County
26049,Michigan,Pulmonary,Respiratory Disease,8330,1,807,2952.9,8330.0,4251.578947,5741.879972,HIGH GAP,26049|Pulmonary,Genesee County
26163,Michigan,Rheumatology,Arthritis,70355,1,370,1220.8,70355.0,10453.0,13315.598761,CRITICAL GAP,26163|Rheumatology,Wayne County
37051,North Carolina,Rheumatology,Arthritis,2735,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37051|Rheumatology,Cumberland County
48201,Texas,Endocrinology,Diabetes,22743,1,521,1400.7,22743.0,18070.0,22988.768287,HIGH GAP,48201|Endocrinology,Harris County
48029,Texas,Endocrinology,Diabetes,1752,1,199,789.9,1752.0,18070.0,22988.768287,LOW GAP,48029|Endocrinology,Bexar County
26049,Michigan,Pulmonary,Respiratory Disease,6331,2,493,1299.3,3165.5,4251.578947,5741.879972,MODERATE GAP,26049|Pulmonary,Genesee County
37119,North Carolina,Endocrinology,Diabetes,10907,1,520,1871.9,10907.0,18070.0,22988.768287,MODERATE GAP,37119|Endocrinology,Mecklenburg County
26077,Michigan,Pulmonary,Respiratory Disease,3668,1,805,1822.2,3668.0,4251.578947,5741.879972,MODERATE GAP,26077|Pulmonary,Kalamazoo County
37183,North Carolina,Endocrinology,Diabetes,46369,2,1712,3038.3,23184.5,18070.0,22988.768287,HIGH GAP,37183|Endocrinology,Wake County
26077,Michigan,Rheumatology,Arthritis,8590,1,55,101.6,8590.0,10453.0,13315.598761,MODERATE GAP,26077|Rheumatology,Kalamazoo County
26125,Michigan,Psychiatry,Mental Health Disorders,32931,1,751,3063.4,32931.0,3104.5,4291.159571,CRITICAL GAP,26125|Psychiatry,Oakland County
48439,Texas,Cardiology,Heart Disease,102238,1,366,717.7,102238.0,10823.136364,15071.056217,CRITICAL GAP,48439|Cardiology,Tarrant County
48085,Texas,Cardiology,Heart Disease,1443,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48085|Cardiology,Collin County
26099,Michigan,Rheumatology,Arthritis,7110,1,87,299.8,7110.0,10453.0,13315.598761,MODERATE GAP,26099|Rheumatology,Macomb County
26099,Michigan,Pulmonary,Respiratory Disease,1512,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26099|Pulmonary,Macomb County
37051,North Carolina,Endocrinology,Diabetes,175371,1,160,631.9,175371.0,18070.0,22988.768287,CRITICAL GAP,37051|Endocrinology,Cumberland County
26099,Michigan,Pulmonary,Respiratory Disease,1136,0,0,0.0,0.0,4251.578947,5741.879972,NO PROVIDER,26099|Pulmonary,Macomb County
37183,North Carolina,Rheumatology,Arthritis,4017,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37183|Rheumatology,Wake County
37051,North Carolina,Psychiatry,Mental Health Disorders,8250,3,1365,4131.0,2750.0,3104.5,4291.159571,MODERATE GAP,37051|Psychiatry,Cumberland County
26099,Michigan,Rheumatology,Arthritis,2486,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,26099|Rheumatology,Macomb County
26049,Michigan,Psychiatry,Mental Health Disorders,2516,1,390,1504.6,2516.0,3104.5,4291.159571,MODERATE GAP,26049|Psychiatry,Genesee County
26077,Michigan,Pulmonary,Respiratory Disease,3899,1,426,1242.3,3899.0,4251.578947,5741.879972,MODERATE GAP,26077|Pulmonary,Kalamazoo County
37183,North Carolina,Cardiology,Heart Disease,99451,2,1399,4181.4,49725.5,10823.136364,15071.056217,CRITICAL GAP,37183|Cardiology,Wake County
37051,North Carolina,Psychiatry,Mental Health Disorders,5760,1,86,233.4,5760.0,3104.5,4291.159571,HIGH GAP,37051|Psychiatry,Cumberland County
37119,North Carolina,Cardiology,Heart Disease,4594,3,1566,5151.1,1531.3333,10823.136364,15071.056217,LOW GAP,37119|Cardiology,Mecklenburg County
48201,Texas,Cardiology,Heart Disease,67707,4,2358,7453.0,16926.75,10823.136364,15071.056217,HIGH GAP,48201|Cardiology,Harris County
26163,Michigan,Pulmonary,Respiratory Disease,41554,1,264,430.3,41554.0,4251.578947,5741.879972,CRITICAL GAP,26163|Pulmonary,Wayne County
37067,North Carolina,Psychiatry,Mental Health Disorders,2000,1,150,623.1,2000.0,3104.5,4291.159571,MODERATE GAP,37067|Psychiatry,Forsyth County
48439,Texas,Cardiology,Heart Disease,1157,0,0,0.0,0.0,10823.136364,15071.056217,NO PROVIDER,48439|Cardiology,Tarrant County
37081,North Carolina,Rheumatology,Arthritis,1093,0,0,0.0,0.0,10453.0,13315.598761,NO PROVIDER,37081|Rheumatology,Guilford County
37081,North Carolina,Cardiology,Heart Disease,34966,2,1369,4175.1,17483.0,10823.136364,15071.056217,HIGH GAP,37081|Cardiology,Guilford County
37081,North Carolina,Psychiatry,Mental Health Disorders,11886,1,168,500.7,11886.0,3104.5,4291.159571,CRITICAL GAP,37081|Psychiatry,Guilford County
26163,Michigan,Pulmonary,Respiratory Disease,39887,1,163,300.3,39887.0,4251.578947,5741.879972,CRITICAL GAP,26163|Pulmonary,Wayne County
48113,Texas,Pulmonary,Respiratory Disease,2711,1,267,508.7,2711.0,4251.578947,5741.879972,MODERATE GAP,48113|Pulmonary,Dallas County
